Mensagem,Tópico,Subtópico,Data,Remetente
Acredito que a diferença não mas ambos se complementam para verificar a veracidade quando ChatGPT entrega jurisprudência e algumas normas. Me parece que o Dr Luiz Peixoto entregou algo interessante sobre esse assunto em 10/01/25 <Mensagem editada>,Ferramentas e Plataformas,LLMs e Modelos,2025-01-17 18:47:00,Paulo Carlos Adv
https://www.perplexity.ai/search/traga-informacoes-completas-so-bAf62fYoR3qdlnNfWGZLbg,Ferramentas e Plataformas,LLMs e Modelos,2025-01-17 18:51:00,Paulo Carlos Adv
Caio acredito que seja isso que você procura,Outros,,2025-01-17 18:51:00,Paulo Carlos Adv
"Na verdade o perplexity na versão free é o GPT 3.5 como llm.  Mas porque o resutlado é diferente? Por que é um sistema de agentes.  Isso quer dizer que um agente faz a pesquisa, outro estrutura a resposta, e no final pode haver uma ou duas revisões até apresentar o resultado.",Ferramentas e Plataformas,LLMs e Modelos,2025-01-17 19:32:00,Luiz Peixoto
https://youtu.be/ONKOXwucLvE?si=0BxMRmX_WW8nsyCI,Outros,,2025-01-17 19:53:00,Luiz Peixoto
https://youtu.be/Q0ncaAwnn-o?si=E7S1sNPERON3q8sy,Outros,,2025-01-17 21:04:00,Luiz Peixoto
# Perplexity: Uma Análise Detalhada de um Mecanismo de Resposta Baseado em IA  ,Ferramentas e Plataformas,LLMs e Modelos,2025-01-17 21:48:00,Luiz Peixoto
https://www.estadao.com.br/link/empresas/trump-anunciara-investimento-inteligencia-artificial-com-openai-oracle-softbank/,Código Aberto e Custo,Custo e Viabilidade Econômica,2025-01-22 12:51:00,Caio Simon
E também perdoou um dos hackers mais infames. O cara estava condenado a perpétua por ter criado um dos maiores sites de venda de drogas online e ser especialista em lavagem de dinheiro.,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-01-22 13:32:00,Luiz Peixoto
O que indica um recrutamento para as agências de inteligência,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-01-22 13:33:00,Luiz Peixoto
Vamos viver de bolsa. Quase ninguém mais vai ter função,Outros,,2025-01-22 13:43:00,+55 19 93619-8074
"É sério? Informação fidedigna? Não desconfio do colega, mas em um mundo de ""pós-verdade""...",Outros,,2025-01-22 13:44:00,Alessandro Segalla
É vero,Outros,,2025-01-22 13:45:00,+55 19 93619-8074
https://g1.globo.com/tecnologia/noticia/2025/01/21/trump-concede-perdao-presidencial-para-criador-de-site-de-venda-de-drogas.ghtml,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-01-22 13:45:00,+55 19 93619-8074
"Meu Deus... E tem um monte de fanático ""orando por ele"" porque seria o representante de Deus nos EUA...",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-01-22 13:46:00,Alessandro Segalla
Representante dos bilionários e agora a moda é ser trilionario,Outros,,2025-01-22 13:53:00,+55 19 93619-8074
"Ele é um homem de negócios. Os bilionários se tornarão trilionários... Não é a toa que a galera da tecnologia abandonou as suas ""convicções"", deixaram os democratas e se ""tornaram"" republicanos...",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-01-22 13:56:00,Alessandro Segalla
‎IMG-20250122-WA0030.jpg (arquivo anexado),Outros,,2025-01-22 15:32:00,Luiz Peixoto
"A questão toda, acredito está alinhada com toda a discussão da AGI que já está em evidência e a concorrência com a China, automação do trabalho e tudo mais.",Aplicações Jurídicas Práticas,Processos e Fluxos de Trabalho Jurídicos,2025-01-22 15:34:00,Luiz Peixoto
Boa tarde prezados (as),Outros,,2025-01-22 16:08:00,Thabata Núcleo AIG DIREITO
https://nudep.my.canva.site/ric24,Outros,,2025-01-22 16:08:00,Thabata Núcleo AIG DIREITO
vejam esse vídeo sobre o novo modelo R1 da deepseek e como tem causado alvoroço na indústria.,Ferramentas e Plataformas,LLMs e Modelos,2025-01-22 16:08:00,Luiz Peixoto
Ja testei uma função relacionada a esse modelo. Compreensão de conceitos.  E passou muito bem.,Interdisciplinaridade e Fundamentos Teóricos,Fundamentos Teóricos,2025-01-22 16:09:00,Luiz Peixoto
"A distinção entre **pretensão**, **faculdade** e **poder** é essencial para compreender a estrutura dos direitos subjetivos e suas nuances no Direito Civil. Esses conceitos, embora interligados, possuem naturezas e efeitos jurídicos distintos. Abaixo, explico cada um deles e os relaciono aos institutos conexos, como **direito subjetivo**, **direito potestativo**, **obrigação** e **prescrição/decadência**, com base na doutrina de Frederico Marques e no sistema jurídico brasileiro.",Aplicações Jurídicas Práticas,Áreas do Direito,2025-01-22 17:07:00,Luiz Peixoto
Este é um exemplo de como as llms evoluíram para compreensão de conceitos.,Ferramentas e Plataformas,LLMs e Modelos,2025-01-22 17:08:00,Luiz Peixoto
‎PTT-20250122-WA0033.opus (arquivo anexado),Outros,,2025-01-22 17:11:00,Luiz Peixoto
"Para aprofundar a pesquisa bibliográfica e iniciar a dissertação sobre a **Teoria do Fato Jurídico de Pontes de Miranda**, é essencial estruturar a busca em torno de três eixos principais: **1) Obras fundamentais de Pontes de Miranda**, **2) Críticas e revisões contemporâneas da teoria**, e **3) Diálogos interdisciplinares com hermenêutica, filosofia e sociologia do direito**. Abaixo, apresento uma seleção de referências e sugestões de abordagem, com base nos resultados da pesquisa e em obras clássicas relacionadas.",Ferramentas e Plataformas,Zotero,2025-01-22 17:11:00,Luiz Peixoto
as fontes também foram citadas e já incluí aqui no meu catálogo. Já estou com tudo registrado no Zotero,Ferramentas e Plataformas,Zotero,2025-01-22 17:13:00,Luiz Peixoto
‎IMG-20250122-WA0034.jpg (arquivo anexado),Outros,,2025-01-22 17:15:00,Luiz Peixoto
https://drive.google.com/file/d/1Adzxcst2edLVlolbfIUoq0zRUUFwR_YC/view?usp=drive_link,Outros,,2025-01-22 17:53:00,Luiz Peixoto
O primeiro vídeo que enviei roda o modelo em uma nuvem paga.  Agora vou enviar um que roda localmente como o NVidia NVIDIA Jetson Nano,Código Aberto e Custo,Custo e Viabilidade Econômica,2025-01-22 18:14:00,Luiz Peixoto
Impressões sobre o último teste com o Jetson Nano,Outros,,2025-01-22 18:33:00,Luiz Peixoto
"Agora mais um teste de Kristian Fagerlie, um dos primeiros a criar um sistema de agentes.",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-01-22 19:00:00,Luiz Peixoto
‎Aplicações do Modelo DeepSeek-R1 na Redação de Contratos e Petições Legais.pdf (arquivo anexado),Ferramentas e Plataformas,LLMs e Modelos,2025-01-22 19:19:00,Luiz Peixoto
@554499938668 ,Outros,,2025-01-22 19:27:00,Luiz Peixoto
‎IMG-20250123-WA0012.jpg (arquivo anexado),Outros,,2025-01-23 19:49:00,Luiz Peixoto
‎Análise da Executive Order sobre IA e Seus Impactos Globais e Regionais.pdf (arquivo anexado),Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-01-24 00:30:00,Luiz Peixoto
Texto muito bom! Apresenta do debate e os desafios que temos pela frente.,Outros,,2025-01-24 09:34:00,Renan Aguiar
"Notou que a análise de  todo conteúdo, inclusive dos analistas internacionais estava pronta duas horas depois do ATO? Viu que há uma análise de conceitos de direito internacional e cruzamento de informações com questões relativas a ações em trâmite no STF?",Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-01-24 13:54:00,Luiz Peixoto
https://youtu.be/5NgNicANyqM?si=dFzniD3Ue-Xj5K_5,Outros,,2025-01-26 13:17:00,Luiz Peixoto
📢 Notícia Importante: Tribunal regulamenta sessões virtuais!,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-01-27 14:14:00,Luiz Peixoto
ENQUETE:,Outros,,2025-01-27 14:16:00,Luiz Peixoto
https://youtu.be/WtULAcdI00A?si=-S1h9aaRRmC7gbSa,Outros,,2025-01-27 17:14:00,Luiz Peixoto
"- O acompanhamento do voto do relator, tal como ocorre nas sessões virtuais do STF.",Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-01-27 17:21:00,Alessandro Segalla
Tem alguma sugestão de como podemos abordar essa questão?,Aplicações Jurídicas Práticas,Processos e Fluxos de Trabalho Jurídicos,2025-01-27 17:22:00,Luiz Peixoto
Vou pensar em um tema e já postarei.,Outros,,2025-01-27 17:22:00,Alessandro Segalla
- O acompanhamento dos votos nas sessões virtuais assíncronas;,Outros,,2025-01-27 17:25:00,Alessandro Segalla
Vou anotar aqui.  Hoje a tráfego está muito congestionado e não sei se conseguirei pesquisas tão ágeis como antes. Todos os desenvolvedores estão migrando do o1 para o deepseek e fazendo milhares de testes. E a coisa ficou meio complicada. Deve normaliar em uma ou duas semanas.,Ferramentas e Plataformas,LLMs e Modelos,2025-01-27 17:27:00,Luiz Peixoto
- Sem pressa. Muito obrigado.,Outros,,2025-01-27 17:28:00,Alessandro Segalla
*Momento Sputnik: Nvidia perde o equivalente a sete Petrobras em valor na Bolsa com proeza da IA chinesa*,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-01-27 18:28:00,Caio Simon
https://www.youtube.com/live/dcDOevd_JnE?si=2SXCZ6r63eCXjb5E,Outros,,2025-01-28 03:57:00,Luiz Peixoto
"E o modelo Janus-pro, o que esperar dele? Como uma tal nova abordagem, arquitetura regressiva",Outros,,2025-01-28 03:58:00,Viny Campos
A relação disso aqui é mais ligada ao fato do ataque em massa contra a deepseek,Ferramentas e Plataformas,LLMs e Modelos,2025-01-28 03:58:00,Viny Campos
Boa noite,Outros,,2025-01-28 03:59:00,Viny Campos
https://pipelinevalor.globo.com/negocios/noticia/deepseek-a-baleia-chinesa-que-causou-um-tsunami-no-vale-do-silicio.ghtml?utm_source=Whatsapp&utm_medium=Social&utm_campaign=compartilhar,Ferramentas e Plataformas,LLMs e Modelos,2025-01-28 07:22:00,+55 19 99295-4284
Já começaram os ataques Dados para derrubar a plataforma,Ferramentas e Plataformas,Geral,2025-01-28 10:42:00,Luiz Peixoto
‎PTT-20250128-WA0015.opus (arquivo anexado),Outros,,2025-01-28 10:45:00,Luiz Peixoto
‎PTT-20250128-WA0016.opus (arquivo anexado),Outros,,2025-01-28 10:49:00,Luiz Peixoto
A questão definitivamente é politica kkkkk mais de 1 trilhão em perca de valor de mercado somados,Outros,,2025-01-28 11:02:00,Viny Campos
isso definitivamente furou a bolha,Outros,,2025-01-28 11:03:00,Viny Campos
"Agora quem vai furar a bolha somos nós. Te prepara que vamos montar os fluxos de trabalho e nos adaptar rapidamente ao processo.  Primeiro acredito que seja importante implementarmos ferramentas úteis para cada membro do grupo. Quando cada um estiver familiarizado e com suporte, poderemos ajudar mais colegas a se adaptarem aos novos tempos.",Ferramentas e Plataformas,Geral,2025-01-28 11:49:00,Luiz Peixoto
https://g1.globo.com/economia/noticia/2025/01/27/empresas-de-tecnologia-perdem-us-1-trilhao-em-valor-de-mercado-com-ameaca-de-ia-chinesa.ghtml,Código Aberto e Custo,Custo e Viabilidade Econômica,2025-01-28 18:18:00,Luiz Peixoto
"Aqui está um modelo estruturado para solicitar medicamento de alto custo no SUS, com base nos resultados fornecidos:",Código Aberto e Custo,Custo e Viabilidade Econômica,2025-01-28 18:35:00,Caio Simon
Deepseek,Ferramentas e Plataformas,LLMs e Modelos,2025-01-28 18:35:00,Caio Simon
"Boa tarde, Caio. Segue um modelo básico de petição para solicitar medicamento de alto custo no SUS. Você pode adaptá-lo ao caso específico:",Aplicações Jurídicas Práticas,Documentos Jurídicos e Peças Processuais,2025-01-28 18:35:00,Caio Simon
Chatgbt,Outros,,2025-01-28 18:35:00,Caio Simon
A diferença,Outros,,2025-01-28 18:35:00,Caio Simon
Os estagiários estão perdidos!!!,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-01-28 18:37:00,Luiz Peixoto
E qual escolheu?,Outros,,2025-01-28 22:31:00,Luiz Peixoto
Bom dia. Lembro de luiz já ter cantado a bola do deepseek salvo engano desde novembro do ano passado que foi qdo o testei pela primeira vez,Ferramentas e Plataformas,LLMs e Modelos,2025-01-29 09:14:00,PNe 1vc_pnz
"A propósito, a ideia que você deu de rodar a ai direto no obsidian já está operaciol.  terminei agora a pouco.  E já integrei o deepseek",Ferramentas e Plataformas,Obsidian,2025-01-29 10:57:00,Luiz Peixoto
‎Intimação Pessoal do Devedor em Obrigações de Fazer ou Não Fazer.pdf (arquivo anexado),Outros,,2025-01-30 15:26:00,Luiz Peixoto
Minhas impressões pessoais sobre o resultado:,Outros,,2025-01-30 15:29:00,Luiz Peixoto
"Parabéns! Quem sabe, sabe 😉👏👏👏👏",Outros,,2025-01-30 15:30:00,Alessandro Segalla
"Estava lendo, e o resultado é muito significativo!",Outros,,2025-01-30 15:30:00,Paulo Carlos Adv
Vejam a etapa intermediária que inseri para chegar nesse resultado:,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-01-30 15:37:00,Luiz Peixoto
Tudo isso são os prompts que elaborou para chegar a um resultado?,Outros,,2025-01-30 15:51:00,Paulo Carlos Adv
‎PTT-20250130-WA0005.opus (arquivo anexado),Outros,,2025-01-30 15:52:00,Luiz Peixoto
Entendi!,Outros,,2025-01-30 15:54:00,Paulo Carlos Adv
‎PTT-20250130-WA0006.opus (arquivo anexado),Outros,,2025-01-30 15:58:00,Luiz Peixoto
‎PTT-20250130-WA0007.opus (arquivo anexado),Outros,,2025-01-30 16:06:00,Luiz Peixoto
https://www.perplexity.ai/search/como-essa-situacao-agesta-a-of-TXBfYeb0SdKx5120TuG2CQ#1,Ferramentas e Plataformas,LLMs e Modelos,2025-02-03 18:33:00,Luiz Peixoto
"Pessoal Bom Dia, uma dúvida.",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-06 09:14:00,Caio Simon
"Gostaria de saber será que se eu subir os arquivos em PDF sobre direito imobiliário ele vai aprender, armazenar e quando eu precisar dará as respostas utilizando esses documentos também ?",Aplicações Jurídicas Práticas,Documentos Jurídicos e Peças Processuais,2025-02-06 09:24:00,Paulo Carlos Adv
https://youtu.be/qAsGO5N7OCk?si=ZvPanr1Y1XB7b-NQ,Ferramentas e Plataformas,LLMs e Modelos,2025-02-06 09:40:00,Luiz Peixoto
‎IMG-20250214-WA0008.jpg (arquivo anexado),Outros,,2025-02-14 08:34:00,Luiz Peixoto
Bom dia!,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-15 08:40:00,Paulo Carlos Adv
‎IMG-20250215-WA0002.jpg (arquivo anexado),Outros,,2025-02-15 16:35:00,Luiz Peixoto
‎PTT-20250215-WA0003.opus (arquivo anexado),Outros,,2025-02-15 16:36:00,Luiz Peixoto
https://share.note.sx/f5nlmzfh,Outros,,2025-02-15 20:33:00,Luiz Peixoto
quem topa fazer um teste de um prompt bem simples para busca de jurisprudência e postar aqui o resultado?,Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-02-16 01:56:00,Luiz Peixoto
outro exemplo:,Outros,,2025-02-16 02:01:00,Luiz Peixoto
os casos existem e a jurisprudência foi publicada. Agora vamos ver qual das llms consegue chegar a resposta correta.,Ferramentas e Plataformas,LLMs e Modelos,2025-02-16 02:02:00,Luiz Peixoto
mais um exemplo:,Outros,,2025-02-16 02:06:00,Luiz Peixoto
temos uma resosta do o3 que foi satisfatória  https://chatgpt.com/share/67b1739a-7e34-8004-be5b-6867f2afaa03  ampiei a pesquisa para busca de mais 10 precedentes.,Ferramentas e Plataformas,LLMs e Modelos,2025-02-16 02:12:00,Luiz Peixoto
‎IMG-20250216-WA0001.jpg (arquivo anexado),Outros,,2025-02-16 02:21:00,Luiz Peixoto
‎IMG-20250216-WA0000.jpg (arquivo anexado),Outros,,2025-02-16 02:23:00,Luiz Peixoto
"IMPORTANTE!!!  Se os resultados forem consistentes, já temos uma maneira de treinar um modelo pequeno em todos os precedentes do STJ e STF",Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-02-16 02:35:00,Luiz Peixoto
perdão pelo erro de digitação em acórdão 🤪,Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-02-16 07:00:00,Luiz Peixoto
‎IMG-20250216-WA0002.jpg (arquivo anexado),Outros,,2025-02-16 08:02:00,Luiz Peixoto
Usou até FIRAC,Outros,,2025-02-16 08:25:00,Viny Campos
Pessoal PODEM COMPARTILHAR AS NOTAS.  Agora já temos a identidade visual.,Ferramentas e Plataformas,Obsidian,2025-02-16 11:47:00,Luiz Peixoto
A jurisprudência brasileira sobre a incidência do princípio da insignificância aos crimes tributários federais e de descaminho é um tema relevante e complexo.,Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-02-16 12:54:00,Paulo Carlos Adv
Esse eu fiz a pesquisa pelo meta <Mensagem editada>,Outros,,2025-02-16 12:55:00,Paulo Carlos Adv
‎PTT-20250216-WA0003.opus (arquivo anexado),Outros,,2025-02-16 12:58:00,Luiz Peixoto
‎PTT-20250216-WA0004.opus (arquivo anexado),Outros,,2025-02-16 13:01:00,Paulo Carlos Adv
‎IMG-20250216-WA0006.jpg (arquivo anexado),Outros,,2025-02-16 13:02:00,Paulo Carlos Adv
‎PTT-20250216-WA0005.opus (arquivo anexado),Outros,,2025-02-16 13:03:00,Paulo Carlos Adv
‎PTT-20250216-WA0007.opus (arquivo anexado),Outros,,2025-02-16 13:13:00,Luiz Peixoto
‎PTT-20250216-WA0008.opus (arquivo anexado),Outros,,2025-02-16 13:53:00,Paulo Carlos Adv
"Como hoje estou sem internet - 😕  Hell de Janeiro e roubo de cabos - decidi aproveitar para por a prova o que construimos até agora. Como tenho uma audiência amanhã, tenho hábito de reler roteiros e estratégias.  Porque não testar uma novidades?",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 15:49:00,Luiz Peixoto
Ficou muito bom,Outros,,2025-02-17 15:54:00,Viny Campos
vai melhorar,Outros,,2025-02-17 16:54:00,Luiz Peixoto
Ficou muito bom!,Outros,,2025-02-17 16:56:00,Paulo Carlos Adv
"Agora vou tentar criar uma rotina com agente para coleta de todos os precedentes relacinados ao tema e fazer uma análise FIRAC, depois Classificação Decimal do Direito.  Será que vai dar conta disso?",Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-02-17 17:03:00,Luiz Peixoto
‎IMG-20250217-WA0001.jpg (arquivo anexado),Outros,,2025-02-17 17:29:00,Luiz Peixoto
Funcionou?,Outros,,2025-02-17 17:53:00,Viny Campos
https://share.note.sx/ju2ouq5y,Outros,,2025-02-17 17:56:00,Luiz Peixoto
Fiquei assustado com o resultado,Outros,,2025-02-17 17:56:00,Luiz Peixoto
Talvez estejamos no caminho certo. Me digam aí,Outros,,2025-02-17 18:04:00,Luiz Peixoto
‎PTT-20250217-WA0002.opus (arquivo anexado),Outros,,2025-02-17 18:19:00,Luiz Peixoto
" Pessoal, eu da minha parte vou fazer o seguinte, eu vou ler isso aí com mais calma, porque se é isso mesmo, talvez eu vá mandar uma cópia desse trabalho aí para o pessoal lá do sistema do STJ, porque se a gente aumentou em 92% a acurácia da pesquisa e reduziu em quase 50% o tempo de pesquisa, a gente fez um achado aí. Na verdade, o grande ganho está no trabalho da biblioteconomia, do trabalho que a autora fez de adaptação do Código Decimal do Direito, que eu já usava aqui. Na verdade, ele faz uma classificação da natureza jurídica anterior. Eu já uso isso aqui nas minhas pesquisas. Manualmente, isso é tedioso, um trabalho muito difícil de fazer, mas para uma máquina é muito fácil ele fez alguns aí e integrou isso a classificação da natureza jurídica depois a decomposi de fatos que o FIRAC e me parece que se for confirmado mesmo se isso a for duplic que a gente chegou a um algoritmo interessante para ajudar na pesquisa Muito bom, eu gostei, inclusive porque me trouxe aí uma atualização da quantidade de precedentes repetitivos, estatística e depois é só confirmar aí. Eu vou aproveitar os códigos que estão aí, assim que a minha internet voltar, que eu estou fazendo isso tudo do celular e vou avaliar aqui, porque eu já estou fazendo o código, vamos ver como é que fica. Eu vou precisar de um data lake, alguma coisa assim, já é um trabalho de mais rua. Talvez mesmo vá precisar mandar para o pessoal lá do TI, do STJ. Não sei nem se eles vão levar a sério isso aí, mas me parece bastante promissor. Quem puder comentar, eu agradeço, porque eu vou precisar de ajuda nisso aí. Vou precisar de ajuda. Vou preparar minhas audiências aqui e as peças que eu tenho que fazer, mas me pareceu bem interessante. O que vocês acham?",Ferramentas e Plataformas,Código e Bibliotecas,2025-02-17 18:19:00,+55 51 2160-2303
"Puxa povo, eu tô perdida nesse negócio todo rsrs🥹",Outros,,2025-02-17 21:00:00,+55 48 9645-9366
Acho que tenho que voltar para o módulo basic,Outros,,2025-02-17 21:00:00,+55 48 9645-9366
"Não se preocupe Erica.  Primeiro a gente faz o gato pegar o rato, depois a gente escolhe a cor.  Vai ficar tudo bem simples.",Outros,,2025-02-17 21:01:00,Luiz Peixoto
"Gostaria de dar uma sugestão de tema que fosse mais próximo daquilo que são suas preocupações?  Por favor, fique a vontade.  Essa última discussão derivou de um pedido de um amigo.  O que estamos fazendo é leva-lo às últimas consequencias, testar tudo e depois fazer uma abstração.  O que significa que vamos simplificar tudo e preparar todo mundo para nivelarmos o conhecimento.",Aplicações Jurídicas Práticas,Processos e Fluxos de Trabalho Jurídicos,2025-02-17 21:03:00,Luiz Peixoto
"Em palavras bem simples, o plano é o seguinte:  !. Vamos rodar os melhores modelos localmente e gratuitamente; 2. Vamos encontrar um caminho para fazer isso com o menor custo possível; 3. Vamos empacotar tudo isso e criar os treinamentos para difundir para os advogados, juízes, amigos e quem quizer participar.  Por que? Porque não?",Código Aberto e Custo,Custo e Viabilidade Econômica,2025-02-17 21:06:00,Luiz Peixoto
"perdoem a gramática dos ""porquês""",Outros,,2025-02-17 21:07:00,Luiz Peixoto
Concordo com a Erica. Eu achava que possuía um certo conhecimento.,Conceitos Técnicos e Fundamentos de IA,"Raciocínio, Lógica e Semântica",2025-02-17 21:07:00,Alessandro Segalla
Não desista,Outros,,2025-02-17 21:08:00,Luiz Peixoto
Foi a minha primeira sensação também,Outros,,2025-02-17 21:08:00,Viny Campos
Mas depois usei como combustível essa sensação,Outros,,2025-02-17 21:08:00,Viny Campos
Pra aprender mais,Outros,,2025-02-17 21:08:00,Viny Campos
"É muito difícil acompanhar o seu conhecimento em IA, Luis.",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 21:10:00,Alessandro Segalla
Estamos bem acompanhados.  Temos uma galera que nos orienta.  Estou agorinha vendo o Chuck realizando um sonho do que podemos realizar por aqui.  https://youtu.be/Ju0ndy2kwlw?si=m0cKOpz-XbZlJ9xs,Outros,,2025-02-17 21:10:00,Luiz Peixoto
"Como eu falei aqui, abrirei a comissão de IA na minha subseção e no estado de Mato Grosso",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 21:11:00,Viny Campos
Seja o nosso Mestre. Até porque está difícil de acompanhar algumas situações…,Outros,,2025-02-17 21:11:00,Alessandro Segalla
"Então preciso subir degraus, e aqui é o caminho",Outros,,2025-02-17 21:11:00,Viny Campos
"Baixei o Ollama, baixei o DeepSeek, mas a máquina me avisou que deveria baixar biblioteca e outros paranauês. Daí buguei.",Ferramentas e Plataformas,LLMs e Modelos,2025-02-17 21:13:00,Alessandro Segalla
"Puxa, quanta gentileza. Todos somos mestres uns dos outros.  Na verdade só estou me empenhando nas dúvidas que todos tem apresentado.",Outros,,2025-02-17 21:13:00,Luiz Peixoto
Não é gentileza. É puro reconhecimento e respeito.,Conceitos Técnicos e Fundamentos de IA,"Raciocínio, Lógica e Semântica",2025-02-17 21:13:00,Alessandro Segalla
Mas você é diferenciado mesmo,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 21:13:00,Viny Campos
E eu achava que eu era 🤣🤌,Outros,,2025-02-17 21:14:00,Viny Campos
Isso é gratificante,Outros,,2025-02-17 21:14:00,Viny Campos
Concordo ☝🏻,Outros,,2025-02-17 21:14:00,Alessandro Segalla
"Excelente!!!! Estou vibrando aqui.   É assim mesmo. Eu tenho aqui uma solução se chama Groq com ""Q""",Outros,,2025-02-17 21:14:00,Luiz Peixoto
"ontem foi anunciado um financiamento a empresa da ordem de 1,5 bi da Arábia Saudita (BRICS - NOSSO AMIGO) que investe em uma tecnologia diferente para processamento.",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 21:15:00,Luiz Peixoto
Eu tenho “medo” do Python… rs,Ferramentas e Plataformas,Código e Bibliotecas,2025-02-17 21:15:00,Alessandro Segalla
Tem que ter um pouquinho de cautela mesmo. Mas seguindo alguns cuidados não vai quebrar o sistema.,Interdisciplinaridade e Fundamentos Teóricos,Informática e Tecnologia,2025-02-17 21:16:00,Luiz Peixoto
Que legal,Outros,,2025-02-17 21:16:00,+55 48 9645-9366
"Eu quero aprender,  mas quero a parte um pouco mais mastigada 🤣🤣🤌 Estou tendo que abrir uma comissão de IA onde ninguém sabe sobre o tema e eu preciso estruturar todo o projeto",Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 21:16:00,Viny Campos
Vou chamar o Luiz pra ajudar e todos vocês pra darem ideias 🤣,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 21:16:00,Viny Campos
Meu parto é jurisprudência,Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-02-17 21:17:00,+55 48 9645-9366
Caramba. Vou tentando resolver sem conhecimento específico. É muito diferente do conhecimento em informática como usuários.,Conceitos Técnicos e Fundamentos de IA,"Raciocínio, Lógica e Semântica",2025-02-17 21:17:00,Alessandro Segalla
É o problema majoritário pra todos provavelmente,Outros,,2025-02-17 21:18:00,Viny Campos
O grande lance seria fornecermos os informativos de jurisprudência e a IA fazer as pesquisas de acórdãos e precedentes de acordo com os nossos interesses.,Aplicações Jurídicas Práticas,Pesquisa Jurídica e Jurisprudencial,2025-02-17 21:19:00,Alessandro Segalla
<think>,Outros,,2025-02-17 21:19:00,Luiz Peixoto
É o caminho que fazem normalmente mesmo,Outros,,2025-02-17 21:19:00,Viny Campos
Ainda sobre aquela questão da FIRAC?,Outros,,2025-02-17 21:20:00,Viny Campos
Ou trabalharmos com pesquisas específicas nos sites dos tribunais por meio de scraping etc. (Se não estiver enganado),Ferramentas e Plataformas,Código e Bibliotecas,2025-02-17 21:20:00,Alessandro Segalla
vou formatar a nota para documentar isso.,Outros,,2025-02-17 21:20:00,Luiz Peixoto
Que comentamos,Outros,,2025-02-17 21:20:00,Viny Campos
agora estamos quebrando o que nos empaca. A dificuldade com os termos de informática e a tecnicalidade toda.,Interdisciplinaridade e Fundamentos Teóricos,Informática e Tecnologia,2025-02-17 21:21:00,Luiz Peixoto
‎STK-20250217-WA0003.webp (arquivo anexado),Outros,,2025-02-17 21:22:00,+55 48 9645-9366
Perfeito. O meu problema é a falta de conhecimento em programação: isso dificulta muito.,Conceitos Técnicos e Fundamentos de IA,"Raciocínio, Lógica e Semântica",2025-02-17 21:23:00,Alessandro Segalla
https://share.note.sx/f0ulybwl  Veja Erica. Você vai poder fazer as perguntas e pedir que a inteligência artificial organize a explicação com metáforas e de maneira que você entenda,Conceitos Técnicos e Fundamentos de IA,Fundamentos de IA e LLMs,2025-02-17 21:23:00,Luiz Peixoto
A integração que conseguiram com o Obsidian tem sido sensacional 👏,Ferramentas e Plataformas,Obsidian,2025-02-17 21:26:00,Alessandro Segalla
Perdi essa parte,Outros,,2025-02-17 21:27:00,Viny Campos
Obsidian é meu terror 🤣,Ferramentas e Plataformas,Obsidian,2025-02-17 21:27:00,Viny Campos
